,observed,0
0,102.9329,74.33500681169323
1,87.3665,57.852105990638165
2,70.4045,47.50133862041116
3,49.7957,22.040912769516694
4,55.1057,39.634629707418526
5,75.8099,152.56069182586862
6,932.1757,1318.4010134528585
7,2835.7927,3595.603390383663
8,1421.663,1516.073150533709
9,419.3153,663.9297610224236
10,237.6254,260.66721724456534
11,118.0314,89.35044864219708
12,96.6584,64.20795222528307
13,84.9854,124.44182330633032
14,93.2131,60.18084694891638
15,47.4316,27.54980181932183
16,47.5485,36.50248209569361
17,197.6403,386.44328993691266
18,1579.6851,1446.033446947044
19,6107.2441,4779.393689065494
20,4774.6484,4235.677837002207
21,3151.8076,2376.945453127566
22,315.8798,322.73432641684894
23,182.3132,142.46124836305285
24,156.4582,160.99090715345267
25,121.7664,103.30317358335105
26,127.3168,96.88444215553773
27,98.7273,58.22446482079215
28,102.0528,61.27105136713078
29,244.303,392.2998116294469
30,1356.7496,2594.198704769194
31,3189.468,3056.693385906267
32,819.254,885.3110713316356
33,377.5148,472.82995795277014
34,144.1633,241.6771906738445
35,114.3652,87.62102109112232
36,96.3583,122.01772953373518
37,80.754,49.291991529476036
38,72.0126,43.33723998168841
39,59.3864,33.22353286466853
40,46.9743,27.690272896213628
41,88.3041,266.6328441788537
42,1257.9064,2068.0372865539202
43,2772.0386,3288.4424306408123
44,800.9811,1334.4954551390188
45,1015.7593,1200.673371564284
46,183.1678,153.73344216742657
47,115.1111,85.82129051657478
48,88.5547,65.11626683832412
49,82.1528,120.80725492145586
50,83.5302,57.57617858506558
51,48.445,43.815276930023174
52,37.6509,3.852752574698684
53,132.5084,288.70726111616125
54,2229.041,2646.4140284278283
55,2892.1169,3569.2648379689426
56,688.9135,867.7851979567118
57,344.4694,520.2260191016798
58,151.6234,222.64959599804263
59,127.8339,105.10580859145603
60,67.7333,58.97307923233211
61,58.6085,14.87954484196996
62,87.1188,60.205246071826195
63,54.3372,12.953434723858095
64,40.6078,15.632991095728471
65,128.0346,107.8424162020824
66,4128.2197,3453.0733303867573
67,5175.1816,4220.627386295932
68,3791.5325,2600.13084934137
69,327.1077,689.305726763311
70,379.9546,542.6331848609755
71,186.7726,162.65063513274106
72,67.7333,45.04861973357606
73,58.6085,43.4588449687451
74,65.5988,41.547923238178555
75,54.3372,55.787220165040935
76,40.6078,186.09125145126222
77,128.0346,100.6430051837433
78,4128.2197,4249.788988424658
79,5175.1816,4519.316414047355
80,3791.5325,3491.9239846224395
81,2494.7002,1448.794522623601
82,355.603,343.2300077810522
83,170.861,140.9561817938693
84,117.0024,75.82182112131022
85,95.3513,60.9994659679661
86,103.331,69.4403975015025
87,107.2416,69.4229189121678
88,62.4925,36.75215745239586
89,130.3255,387.326970719191
90,3428.0916,3777.055543141288
91,4120.3447,4446.555484267654
92,2581.967,2714.4802850589303
93,1037.1583,899.4101201388266
94,278.264,237.39247626511872
95,142.4168,121.92969373627989
96,106.1315,72.97368960417407
97,91.3983,228.7974146621716
98,121.9069,75.49222271313988
99,92.0354,63.869799888291936
100,468.2616,595.1180838066311
101,1198.0562,1002.6873929793896
102,3270.4883,3196.7810807878327
103,9382.7451,4799.796134992002
104,5028.3628,3977.6098357901387
105,3122.3206,3261.857853115292
106,959.3012,805.6104854239984
107,300.0652,253.50163309638128
108,197.9178,187.81139203210864
109,162.0941,115.55613803562915
110,157.0679,115.5494611316891
111,152.6618,122.62054665972084
112,131.8597,88.50709787801077
113,305.9635,462.1948356529652
114,1619.5397,2588.51084230343
115,4074.9827,3913.3735918717416
116,1268.1389,1325.764442643366
117,613.0193,651.0788129907816
118,367.1648,346.9741018249532
119,172.7186,150.72060944248324
120,132.1123,100.89231396676075
121,111.4608,101.94244736572045
122,110.1978,72.04591978311225
123,86.978,62.558874431063714
124,67.4168,76.21034325547646
125,329.6888,550.5618271081681
126,998.1774,1193.8505860648938
127,6150.2241,4633.55242386094
128,2708.3682,2200.9735858453
129,474.6498,487.7752926343272
130,252.4707,309.9702790166409
131,135.7227,123.52602302746175
132,104.7808,71.31539292333173
133,90.6394,64.99801254260694
134,91.4578,61.56862537543452
135,84.2695,46.22734481993564
136,64.1801,50.458077848566745
137,93.9015,181.4745946261828
138,1265.1034,1455.1829466200893
139,2235.3831,2423.842629165957
140,1732.5098,2613.4832563093596
141,1191.6353,1267.845464556895
142,276.1906,291.5324322645515
143,127.0549,104.41876416393109
144,81.081,46.84799259481508
145,68.7023,48.1370579861657
146,55.9728,27.702798212727203
147,16.9122,2.0089625329075034
148,21.6227,13.81220749709712
149,112.3276,230.19735850347058
150,5339.5776,4761.962823167683
151,4970.5698,4509.28204631999
152,8006.0649,3605.5479531376163
153,1032.3983,1163.678843485131
154,367.2899,416.58231876916835
155,182.6323,157.03472485027794
156,100.9779,93.06115681599363
157,130.2603,90.92367714808813
158,135.1337,97.74604225099608
159,126.2365,98.60841867635816
160,158.42,417.29550860810366
161,147.3583,213.1165478287627
162,2557.4502,2441.5086784772225
163,1982.641,2077.6724836364624
164,3995.7795,2764.528663651201
165,2388.573,2297.0856109182137
166,423.4133,409.08090522388403
167,174.9531,133.03144120058403
168,131.0249,87.32984030189027
169,104.5826,80.0396102536464
170,100.1057,66.26448485438584
171,84.4861,61.97693068162425
172,77.0671,32.89840995179475
173,463.4194,650.8989977199682
174,963.8687,1472.2116990028871
175,2529.8684,3626.726887533567
176,2162.6824,2292.8010766737434
177,755.0631,879.2344258270628
178,329.0757,420.30829800921805
179,126.48,109.03683079220957
180,93.7882,82.43127386827052
181,87.5982,51.61326970255095
182,93.1313,63.91477845340921
183,30.2141,5.309616481153057
184,86.0549,52.72929746927821
185,52.1228,158.86570325718276
186,355.1836,774.859648553157
187,2082.5967,2139.0812679118344
188,1796.5511,1815.984311818233
189,416.3851,415.413882321485
190,267.1241,308.1729975772829
191,348.6484,309.26478535429044
192,214.6162,249.80546793233248
193,145.9564,141.157297308558
194,82.3185,53.147163692644426
195,47.6176,21.384466670110896
196,48.6517,13.87592480177841
197,152.1096,172.3452294456356
198,1074.0127,1369.8082508648495
199,2516.0457,2751.4826625473174
200,2990.8679,3054.7488833200105
201,2309.9978,2311.442877676803
202,739.7578,763.7370000331994
203,164.6313,144.73387685049568
204,106.157,92.47332252173203
205,82.7081,52.4517500613199
206,79.9682,49.6333409675691
207,58.1203,27.57777952056597
208,57.3985,33.220168613432975
209,639.7512,941.1893525325421
210,1070.9233,1684.0307239811514
211,3086.6667,3460.9434528468046
212,3658.3413,3276.413657120942
213,2917.9719,1873.0243541385407
214,443.7528,432.18166023704424
215,144.1384,117.37617225903819
216,107.2359,75.2870994159448
217,102.1023,84.985647197199
218,91.0528,57.21136553472229
219,59.5333,25.32103292989052
220,53.6633,32.0580782811752
221,444.3933,710.1870405695381
222,3267.9226,3714.450487230077
223,4067.4431,4187.012235204959
224,2371.269,1793.1336897723522
225,421.5546,520.3011140865726
226,146.9064,81.46438531221315
227,98.5695,70.89907505601127
228,63.0744,36.53137855145974
229,62.3933,27.197496510083056
230,58.0665,33.62575282984585
231,22.9989,9.526103763833135
232,46.3889,213.8274222860906
233,1262.8213,1088.2858941700008
234,1969.0435,1759.1665012485282
235,4676.6489,4405.207258190729
236,938.9297,1041.4568112920088
237,867.2836,961.2765824260505
238,202.449,227.49812865031902
239,126.5896,92.26702381943517
240,79.55,57.442600880705754
241,66.6907,43.7034573959902
242,77.3738,45.463915904784926
243,47.2696,32.983162240928436
244,30.4992,4.9292873646822954
245,386.7654,648.210433086512
246,623.6344,438.8070628029843
247,2816.7395,3307.4985475904696
248,1949.8359,1512.572083110344
249,228.4411,444.2619986949762
250,102.161,76.76320787972304
251,56.7674,25.47208866846904
252,45.491,27.173559291936613
253,43.8996,25.197480497782294
254,54.1843,34.992412837678444
255,40.3609,11.358865909450628
256,7.8735,14.312839632934242
257,17.1883,199.94518243797836
258,2693.9473,2992.839560446911
259,3816.3762,3951.0058279202117
260,2073.6057,2069.80811665754
261,1248.8806,1430.650685817665
262,341.5587,340.87174064878377
263,142.5467,817.6186126518518
264,116.9596,85.8585328071174
265,127.3369,83.39510069517655
266,98.8952,70.16183076424193
267,72.3824,253.55319239638118
268,72.844,74.28323744050749
269,607.1758,744.396448030226
270,430.0907,1161.811866707512
271,3489.0215,3462.5651494696167
272,589.2204,903.7504631420607
273,598.0699,711.4749904523072
274,194.6067,126.27050876034218
275,96.5021,64.88191292199292
276,73.4293,59.46579482067011
277,107.4715,51.15095943909637
278,76.3654,47.7402515264024
279,37.481,17.8108033902206
280,52.8979,98.23874346711341
281,62.7901,171.00791293150098
282,2005.8333,2227.1453513894958
283,3632.0034,3139.963813944016
284,4215.3701,4165.817110937364
285,1282.0369,1967.60001804977
286,469.5545,424.37418806223025
287,144.6631,113.47118563659058
288,116.9843,80.4294884050721
289,86.414,46.47810992084487
290,99.6999,69.05890280979384
291,93.1027,51.94891853761044
292,59.6313,75.69155212717192
293,59.9915,300.64792402071566
294,1572.0183,2070.9207998625134
295,8664.3584,4394.558362628615
296,4062.614,3890.742570785209
297,1427.108,1201.1178036992935
298,389.7313,406.2476770378197
299,149.1228,102.40504798829716
300,112.3329,78.43415440877357
301,88.6037,49.129893461954225
302,90.873,62.70872107742082
303,64.913,36.74186505872012
304,92.9186,60.036604632290505
305,121.6506,418.5497492570457
306,1992.3862,1823.58579601745
307,2978.9426,3432.0036922513973
308,2716.4851,2827.310854701409
309,1539.6617,1889.4275336310236
310,271.7418,233.99940029611594
311,171.7012,139.94261699915853
312,96.6284,62.48046045367903
313,83.6208,62.44631250479347
314,89.8992,164.5901359684558
315,75.5955,40.34866457915973
316,43.7427,3.5909135437038913
317,110.9477,480.8341218123828
318,526.7396,1588.7515712012942
319,3994.3625,4479.612520685625
320,1448.8779,1552.4520414067197
321,320.916,228.25599562715786
322,98.8926,126.3966547883548
323,78.2989,43.835626691938614
324,65.1265,16.127393551030536
325,49.1991,36.19057139607469
326,59.3946,31.998818418509927
327,37.2083,13.124373943149294
328,13.0433,5.9115674864957555
329,38.8782,98.83118439249711
330,913.0779,1304.2471759147704
331,696.108,896.2624463820466
332,990.6346,983.4365574447247
333,200.6741,331.4740933023039
334,80.0973,134.0107737824385
335,56.9789,30.39246261831397
336,34.9679,11.745216616409039
337,27.9918,7.102884249272165
338,35.0206,9.288435910699945
339,31.1757,5.059107870646244
340,18.9641,192.21695491178593
341,69.5666,249.18542693944198
342,1608.0421,2769.046480768786
343,4683.625,4026.1919740421977
344,5730.0127,4295.164798272488
345,939.6892,1075.5984555568548
346,377.1544,478.67549153367213
347,181.2833,220.60989172338896
348,98.2433,71.31355573428345
349,70.4226,59.16871764717905
350,75.5757,42.889840299021785
351,56.8744,22.51894715176479
352,33.5076,3.1041735190896134
353,73.169,260.0306421626956
354,476.5462,1237.0791678222888
355,1216.7416,2289.947121400059
356,3321.834,2353.0431887154273
357,280.708,278.68361891507584
358,91.0494,74.45344763507637
359,54.5569,18.39604889970576
360,54.0067,16.446841166107788
361,47.7719,22.281337367802394
362,49.2257,24.69206122307571
363,28.6886,146.85164364040577
364,12.8086,19.63502864575412
365,34.2218,134.5813663410953
366,909.8764,2408.6092701361104
367,3797.9868,3358.7873677230245
368,4071.7673,3351.1120754929057
369,792.2194,825.0488790775989
370,333.3227,816.1643260992411
371,79.3466,38.85576877219057
372,70.778,38.98407150407729
373,45.0606,40.01574814763558
